;0
0;12.791691613828435
1;18.758992127549263
2;21.468068837911687
3;21.437241226981886
4;21.704630211364805
5;18.82209374711099
6;18.413816465620275
7;19.214690341823875
8;17.81412509017831
9;16.43869169253899
10;16.020971632439387
11;15.575786172657358
12;15.202467442501282
13;13.076734339154363
14;11.767726818786238
15;11.09198609457039
16;10.005341643552992
17;10.608391430944957
18;9.250797625277848
19;10.361008815438192
20;10.58366959356436
21;10.547527549338742
22;11.25795945396712
23;11.3278133308507
24;11.687637263317468
25;11.400053279427546
26;11.693589456816392
27;16.17568572933242
28;18.41101491513428
29;20.958617067000347
30;28.300957107464736
31;29.372370440263083
32;21.71872927216801
33;23.893335048536017
34;21.04935587256146
35;22.72684743619627
36;21.62444417856827
37;22.82520673899307
38;25.903241936471062
39;23.441221531315517
40;23.95388887982731
41;27.04355518317901
42;25.531678681724905
43;28.25496047415641
44;30.37596251124223
45;27.62902165046003
46;31.774641493819882
47;28.239825098936354
48;30.16455529612465
49;28.52535996622479
50;47.26447286479072
51;40.441996344465714
52;32.92668365712431
53;27.70664771091201
54;28.14268948441757
55;23.93026413920251
56;24.451349537305806
57;24.365683267892962
58;21.24645982462011
59;19.445530449638515
60;21.97081050568132
61;21.611650217635628
62;19.51463410508825
63;20.207662389048593
64;20.405483747893626
65;16.9299481417023
66;17.291697359020713
67;21.001407436629542
68;22.156104691331258
69;25.319356652490416
70;32.47522507859742
71;31.35093036724028
72;32.020912034282475
73;33.956455045555636
74;30.70215786204838
75;30.528210710665693
76;32.64886333662712
77;32.72911929187601
78;29.564748324181174
79;28.49140886617102
80;29.914892607910282
81;32.26493051048684
82;29.145036988030487
83;31.16133191422803
84;26.333300985205753
85;25.735704589793386
86;24.92570583007297
87;25.94079859081877
88;24.79601051272563
89;22.21664724443552
90;21.104523051303296
91;19.154844886059287
92;17.02843846408171
93;16.24885736664766
94;15.479850600266074
95;15.426584398688464
