;0
0;12.736009090813841
1;9.865599748738045
2;11.488571414618782
3;9.418756596003949
4;10.187712700610172
5;10.809380460014573
6;11.473998951567916
7;9.76268329978545
8;9.143163029977046
9;11.659612809351938
10;14.125802907445811
11;14.718666704496936
12;15.70591316683827
13;11.80960117415433
14;7.777637221153542
15;7.735462623257476
16;8.437517923783219
17;8.319376398438875
18;8.510530115608086
19;6.9910028134565945
20;7.264393744151092
21;8.165288846537386
22;7.674887878958457
23;10.775152543710325
24;13.658460931834277
25;14.55966873976949
26;12.607626910317771
27;10.268387025166856
28;9.11938657584588
29;10.280257334004164
30;9.820533464821578
31;10.50787805330326
32;10.290000096963025
33;11.402628684789573
34;8.265213214230144
35;8.73467008622875
36;8.769479023471478
37;12.168965928708705
38;16.31331480218076
39;16.388206249715463
40;17.28705080112507
41;17.723062057357936
42;17.320782689132237
43;17.847227969904193
44;18.003373570299548
45;16.589031788267583
46;14.699483772283212
47;15.895608911626894
48;15.533659187414079
49;16.875295375507147
50;17.51216997828417
51;19.23765181283203
52;23.42460897249225
53;25.794307330825117
54;31.58928777813853
55;32.40803788179309
56;28.866970073961273
57;31.85421042738646
58;26.49365634749866
59;23.190195480354713
60;19.44765085055889
61;18.10988467021713
62;19.605091618502698
63;19.63615200710662
64;18.364040471998347
65;16.70069300293175
66;21.235872114361094
67;24.854394317031726
68;22.120620571949377
69;26.221698172272873
70;28.484280600701688
71;35.386794206677756
72;29.448339473278974
73;29.019750847621523
74;19.70166968980851
75;22.376675074731995
76;27.414327144262664
77;24.441675088657462
78;24.624006407355946
79;28.135698699739397
80;25.72008532767177
81;23.390916734295264
82;23.124172680880967
83;23.67985083174677
84;15.334722031130168
85;13.187990831246927
86;20.392978757601917
87;17.88546852105769
88;15.699313989186173
89;19.104418690161395
90;21.11329750925367
91;20.28027444109165
92;20.06891127874519
93;18.379398997790506
94;16.840034434527926
95;13.24636080058516
96;10.198472066158347
97;12.022673491751352
98;11.86512597457747
99;9.476035517521167
100;8.41207348269251
101;8.647373131682212
102;8.869839559201099
103;8.209248050973438
104;8.26156568067103
105;10.672957809388741
106;12.800562960892279
107;12.920765943307035
108;12.432000161602693
109;9.09385900085931
110;5.622898883424883
111;5.8446388851891715
112;5.789649900894271
113;6.025827584785052
114;5.6786978186856105
115;6.340965118536033
116;8.180715160407901
117;6.651414718265479
118;6.111852482398628
119;9.402171980232241
120;12.784090987504888
121;14.848939009358011
122;15.055872567273825
123;11.335071154899104
124;8.375265077533852
125;10.139416077873934
126;11.46058599174283
127;13.109184262488613
128;11.909361714117296
129;9.796881149595691
130;12.53778275656896
131;11.702051198362415
132;11.06671511173484
133;15.481719057427881
134;20.771468044796098
135;23.041297966255815
136;24.365350544646226
137;24.393980578599773
138;26.551485838984572
139;25.774670415884255
140;25.02981922248796
141;17.419558905673203
142;16.393680066442833
143;14.372262166351193
144;11.998786709650986
145;15.183820450364117
146;15.421765450321038
147;17.916370700178714
148;28.6110650826388
149;27.779130821139912
150;31.135427719861546
151;30.495182761065426
152;23.696425496052225
153;20.185432571571432
154;15.957821919721743
155;17.54986182986042
156;20.453960414580262
157;25.98059876894714
158;27.86385396556319
159;29.170144790173662
160;29.553808100515738
161;25.588491933136563
162;22.439145190351624
163;20.088075497962308
164;22.377824416832244
165;20.92378283105219
166;19.873473334069907
167;19.159719365601703
168;18.09538912546686
169;22.821695912364742
170;17.66274349344576
171;24.597449270451875
172;28.379894189694376
173;28.894356414837123
174;27.450211867816105
175;29.96234639047779
176;29.222030873624234
177;28.894506925667855
178;22.921313201492186
179;22.70467541146372
180;27.807502892834435
181;21.656005171718874
182;15.192363830869645
183;13.216926721712245
184;15.903427031714207
185;13.380332511455356
186;13.080235399954876
187;16.90835335668975
188;19.978982196005656
189;18.525384820104236
190;18.034491250793984
191;16.14837982714797
192;14.876405566619965
193;15.363154603910322
194;17.093545939497208
195;16.129358488800293
