;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
1248;1.025;0.996141051304259;0.9966938065935204;0.9964313972744712;0.9967357547365577;0.9954755558161026;0.995487158539567;0.9964058419544464;0.9966981634075884;0.9966648059223308;0.9965384452750597;0.9966340313511522;0.9963937063165675;0.9966496959573992;0.9961278870030795
1249;1.025;0.9961018915628799;0.9966876468721684;0.9964249546510442;0.9967294027324133;0.9954034493906202;0.9954156923675744;0.9963832789517841;0.9966979707468188;0.9966590202878098;0.9965329957627728;0.9966316792127917;0.9963705599583049;0.9966481625376408;0.9960909388261127
1250;1.025;0.9963302182515388;0.9969001467676993;0.9966161626765222;0.9969431975698401;0.9956375589879611;0.9956495184975849;0.996599638763233;0.996917378357426;0.9968729418665928;0.9967419296864805;0.9968473035827764;0.996586979049965;0.9968642779683412;0.996311451028188
1251;1.025;0.9966475601610914;0.9971451559059911;0.9968785156527912;0.9971868826007602;0.9960327727233099;0.9960432947496665;0.9968817670166527;0.9971615585084578;0.9971186626741798;0.9969996717485435;0.9970970506693838;0.9968705061915236;0.9971044647705665;0.9966268632523448
1252;1.025;0.9964637409438043;0.9969805728711959;0.9967105068321603;0.9970212589513804;0.9958251782276936;0.9958360553370438;0.9967042485901458;0.9969972156246002;0.9969553795070601;0.9968325578362529;0.9969318131712729;0.9966925394514384;0.9969463570971798;0.996439979012752
1253;1.025;0.9964890596053717;0.9970302563669113;0.9967992392248661;0.9970683280880368;0.9958519786536156;0.9958632798489249;0.996752822945852;0.9970468379580477;0.99700401438901;0.9968969120861022;0.9969871101622376;0.9967412553427131;0.9969944862804;0.9964848968706315
1254;1.025;0.9968176858371465;0.9972901470428565;0.9970845933702464;0.9973229852605778;0.9962559728779569;0.9962658307116429;0.9970445906404267;0.9973031179629678;0.9972678871989373;0.9971711236506745;0.9972503949860712;0.9970343631114231;0.9972612001277368;0.9968093722088642
1255;1.025;0.9969875252933552;0.997426692243026;0.9972096140583145;0.9974605256073122;0.9964482020539999;0.9964574298421575;0.9971928162869355;0.9974405707830374;0.997404913968803;0.9973059406023206;0.9973869453984251;0.9971829357749351;0.9973962243720725;0.9969692278468063
1256;1.025;0.996992134101439;0.9974824086988977;0.9972860933374125;0.9975151552440868;0.9964278794643209;0.9964380829954194;0.9972360394650813;0.9974959946710094;0.9974592561325485;0.9973665282581016;0.9974445146935907;0.9972258422851492;0.9974520340850663;0.9969968964182591
1257;1.025;0.9974789398517122;0.9979451612805418;0.9977920400696705;0.9979732521739085;0.9969725621622748;0.9969822052900291;0.9977236052906351;0.9979578570154094;0.9979233169306502;0.9978488177072189;0.9979139703881462;0.9977145769945398;0.9979165789013781;0.9975043745958522
1258;1.025;0.9972441442705327;0.9976973633282668;0.9975198335758316;0.9977265049410892;0.9967341281443827;0.9967435381658429;0.9974745353729921;0.997709831314837;0.9976767512845868;0.9975914202065828;0.9976621978205686;0.9974653658898432;0.9976720041370217;0.9972566048690609
1259;1.025;0.9969250666039537;0.9973933963804629;0.9971875775617529;0.9974247084958212;0.996383215888404;0.9963929632485811;0.9971565837209543;0.9973999590974291;0.9973722629781354;0.9972707376109026;0.9973480476373464;0.9971467784274387;0.9973678984899099;0.9969274229428408
1260;1.025;0.9968172233301111;0.9972799958084796;0.9970697435635572;0.9973116464061423;0.99628103061905;0.9962906761613327;0.9970463215287971;0.9972805572976969;0.9972584604312231;0.9971527324232025;0.9972295430850215;0.9970366185146854;0.9972525372759035;0.9968195541952932
1261;1.025;0.997069359958874;0.9975038798056803;0.9973077325516915;0.9975337876168678;0.9965752142885048;0.9965842745082388;0.9972895655862896;0.997503542067164;0.9974831648950369;0.9973839460472519;0.9974553213502014;0.997280666735934;0.9974763477892231;0.9970789591344972
1262;1.025;0.9966780895871163;0.9971211551604752;0.9969063631468875;0.9971523503992813;0.9961504207542222;0.9961596729763376;0.9968908101450907;0.9971202502894486;0.9971004964745271;0.996991609202161;0.997067801213587;0.9968812001220989;0.9970948207041452;0.996669927611077
1263;1.025;0.9970097306972295;0.9974455980531614;0.9972396480639962;0.9974769035346572;0.9964945458847734;0.9965036598101655;0.9972216998195634;0.9974524738130531;0.9974249710874578;0.9973258936050532;0.9974019498729889;0.9972123376479928;0.9974186596420275;0.9970052789568311
1264;1.025;0.9970969471931501;0.9975641790001026;0.9973722795203145;0.9975955595601305;0.9963746472099552;0.9963843762881539;0.9972272989017609;0.9975783558353949;0.9975424342889933;0.9974521902054971;0.9975279673429998;0.9972131738258639;0.9975363865329816;0.9969740567053309
1265;1.025;0.9969873695299541;0.9974324586242327;0.9972220443812408;0.9974645580517247;0.9962464267369758;0.9962557380894881;0.9970849936143373;0.9974452664895587;0.9974115894907325;0.9973122906146559;0.9973909324448098;0.9970703066096777;0.9974056569057858;0.9968341498383697
