;0
1248;9.740369509777654
1249;9.534732702113395
1250;8.971764290253269
1251;8.281875454889704
1252;8.44868198954543
1253;8.24633849408734
1254;7.420322140502944
1255;7.164823355548888
1256;7.231881712539686
1257;6.278978092071505
1258;6.553258526398152
1259;7.501797602921025
1260;7.972966860965129
1261;7.500232777959674
1262;8.092034924457325
1263;7.276339417316984
1264;7.574984173562867
1265;7.834948349197797
1266;7.139109941211319
1267;7.512470089383733
1268;8.87335279591316
1269;10.82394569261082
1270;10.856401443171485
1271;10.503623828650023
1272;12.20015005414017
1273;15.186793899800852
1274;15.008984381473137
1275;15.450333841128968
1276;14.311708478916604
1277;12.54577924728931
1278;17.992519789470933
1279;16.588293700206343
1280;12.491813415082238
1281;6.39842130767528
1282;14.257814735444448
1283;23.22726776418195
1284;31.803392594180558
1285;33.296414213582345
1286;31.25271779019162
1287;29.03946305067173
1288;34.29420680720523
1289;37.31708350324013
1290;40.82581100096962
1291;44.13906086725745
1292;44.73644039444567
1293;45.81940047242916
1294;47.72977757649352
1295;49.51900276826343
1296;51.01563133877415
1297;50.333099420071505
1298;48.06034623238244
1299;46.255425720255346
1300;45.71329132706618
1301;45.2120888718086
1302;42.18062817354383
1303;43.400566364789064
1304;45.02773780381809
1305;32.181578211009274
1306;19.399771557273734
1307;7.852185681817556
1308;9.468649104226103
1309;7.8872828917583835
1310;8.449692080442658
1311;9.557737895613247
1312;9.044952107741032
1313;9.562974746290854
1314;7.770113659615734
1315;12.011927167350285
1316;12.126672241817236
1317;13.21433458619459
1318;13.255044893638562
1319;16.135188293451964
1320;18.01290524824862
1321;16.105593212082418
1322;16.353154755131605
1323;17.79622722790719
1324;18.836626956710735
1325;16.635221502451696
1326;17.657141389492327
1327;18.189989620720702
1328;17.17238636895864
1329;18.052623728466962
1330;17.847994220000636
1331;18.910084457949335
1332;16.171366246404943
1333;14.50940921912149
1334;12.666605399283101
1335;13.948010263232433
1336;12.45711246189296
1337;13.064097335939472
1338;13.153062344103894
1339;11.827159665390484
1340;11.054950212518417
1341;10.514700073456947
1342;9.70602181185827
1343;9.799565156776062
