;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128
22080;1.025;1.0504449465261327;1.0497751367126753;1.0499793916729712;1.050246987380862;1.0502715733516264;1.0503416382413582;1.0499087611941182;1.0500193427552411;1.0504561734995415;1.049825860566356;1.0504811773737788;1.049791596811479;1.0499615748639606;1.049959596491632;1.0503377095717952;1.0503060514253841;1.0501212861449911;1.049978284771057;1.049895983667001;1.0504405278484155;1.0502162933934236;1.0497156376671566;1.050480027039511;1.050332578547429;1.04996163430465;1.050268902805635;1.0500147634245998;1.049959885294887;1.0505234624061666;1.0500909091546766;1.0500907169339975;1.0497008188612111;1.0502536011691466;1.0498871442686006;1.0499611006233056;1.049711396372981;1.0495429491094237;1.050194730327214;1.0502934511683704;1.0504665479935569;1.0502291025705992;1.0502946952929646;1.0495991492396368;1.0502976714818253;1.049991834225014;1.0500152128347262;1.050451661140897;1.05001206907518;1.0497852371789784;1.050475423780166;1.0500116593603677;1.0505124816690319;1.0502860599234014;1.0500786121577754;1.049909950570001;1.0504798737724435;1.0497755596822747;1.050476575663923;1.0501333701979743;1.0504413847215253;1.050090457964551;1.0504578168096714;1.0503217396273825;1.0505124195542035;1.0504399472300217;1.0502120453795714;1.049579277958419;1.0504786106164696;1.0500616957501288;1.0498281050810414;1.0503462086431299;1.0498091834342436;1.0501642902742965;1.0500473226603317;1.0501049635340087;1.0500590732647088;1.0503416314800524;1.0503387731216334;1.0504569364517427;1.0497494150838838;1.0500469668578394;1.049927879838278;1.0495384579463896;1.049665144708661;1.0499655627336584;1.0499544911710479;1.050155004162224;1.0499822040407762;1.0502145631873692;1.0495439426476323;1.0500141729468437;1.0504798032776999;1.0501831358540519;1.0504599170632982;1.0499476429211503;1.0501364313549237;1.0501124561942679;1.0504826641894054;1.049663169860985;1.0497265022172646;1.0502932708825334;1.0504818555337387;1.0502869857674215;1.0501255980399364;1.050524485574861;1.0499530246653905;1.0501731367161904;1.0498323819931878;1.049830729951613;1.0496180924570013;1.050166989930754;1.049698433672999;1.0504557107027148;1.0497360283762367;1.050096028786538;1.0499649029872735;1.0502118374087202;1.0495528469453501;1.0497819208086911;1.050294387983631;1.049774787293843;1.0504803031269179;1.049564560394989;1.049576279445041;1.0499066968253996;1.0500730287460194;1.0503047143605118;1.049981242488587
22081;1.025;1.0503564410031536;1.049826947599759;1.0497269157683862;1.0501068143584131;1.050138562525398;1.0502837152538016;1.0499338919338155;1.0500069889814918;1.050367825045497;1.0498685109150199;1.0504035636050735;1.0498409032826368;1.0497070842763323;1.0496995800606588;1.0502804251790305;1.0501793890730147;1.049943253761472;1.0499747479809673;1.049923807227007;1.0503530018554867;1.0501740082945183;1.0497781053196589;1.050396414221979;1.0502096454707353;1.0497075106121345;1.0502179043646043;1.0500024395815215;1.0497005333662948;1.0504340137788342;1.0500699201583987;1.050072723051708;1.0497717193385419;1.0501153049911074;1.0499139555011057;1.0497026298914007;1.0497752326382106;1.0496492812820828;1.0501583141263933;1.050243901170814;1.0503771216426403;1.0501844991236087;1.050166546483468;1.0496934196074656;1.0502421524609347;1.0499850633696801;1.0500028676209117;1.0503625633312643;1.0499990533525039;1.0498368614908533;1.0503992000648643;1.050010487402033;1.0504243061461127;1.0502322754737172;1.0500629487256548;1.049931341703171;1.0503959099219466;1.0498273183692408;1.0504000966130997;1.0501054201071214;1.0503536687907857;1.0500696143506631;1.0503686770286345;1.0501971664042755;1.0504241023342442;1.0503525499164228;1.0501694929405945;1.0496777763177159;1.0504016803664618;1.050049495785649;1.0498702283887413;1.0502833123364848;1.049855385291289;1.0501318878120314;1.0500310100451793;1.0500810214619405;1.0500413087450038;1.0502201345484894;1.0502769537287235;1.0503678821219729;1.0498088549535098;1.0500425754676965;1.0499450539005244;1.049646239600831;1.049744717387977;1.0497111274842694;1.0499657024650704;1.050123870620731;1.0499872127299403;1.0501756700868472;1.049650079935569;1.0500016140057855;1.0504025662567025;1.0500263873501943;1.0503706909228638;1.049964556745975;1.0499638157546434;1.0499308700502472;1.0503991321522963;1.0497432253057017;1.0497891290095043;1.0502437608449853;1.0503982660399307;1.0501574895852386;1.0499494304625805;1.050435258831499;1.0496757980612512;1.0500196192048932;1.0498733966097296;1.0498721986843764;1.0497085707504061;1.0501342079429743;1.049769943134213;1.0503669281697947;1.0497977255242155;1.0500734951798887;1.0497103809849369;1.0501693310678222;1.0496566358249513;1.0498322327190706;1.0502446303333806;1.049826675651879;1.0503966661445685;1.0496660525150363;1.0496754004350763;1.04992889103494;1.050058424161846;1.0502526672484978;1.049977192006019
22082;1.025;1.0506488091900614;1.050199077719972;1.0501576518869071;1.0504554850269472;1.05048111912933;1.05058323546332;1.0503233606575997;1.050336993452563;1.0506590787806929;1.0502361462627643;1.0506942694994772;1.0502119175732432;1.0501371766151408;1.0501318312059016;1.0505802457566975;1.0505141423599478;1.0503240053786944;1.0503053585126032;1.0503155130907158;1.050645412852442;1.050499072967339;1.050202247426513;1.050688390620471;1.0505386821087164;1.050137642086438;1.0505362811552894;1.05033269245753;1.0501326246074074;1.0507192392362847;1.0503973862063702;1.0504120600335325;1.050196388763826;1.0504623231828663;1.0502747287990553;1.0501344058668187;1.0501999065756387;1.0500989736346737;1.0504726151269366;1.0505467653579466;1.0506680966413338;1.050507969430322;1.0505037493567109;1.0501346310053061;1.0505566783537548;1.0503159105083448;1.050333105171008;1.0506547352074378;1.050329835724572;1.050247575001708;1.0506902612506386;1.0503578811625311;1.0507113276914508;1.0505483709947105;1.0504035880844373;1.0502894577494486;1.0506879707418038;1.050199457384409;1.0506912436730997;1.0504274276863403;1.050646036832689;1.0503971368837415;1.0506605589756313;1.0505285570314704;1.0507111579559574;1.050644917634569;1.0504959811768908;1.0501220477460278;1.0506926519500992;1.0503918737974727;1.050237623449044;1.0505918191274726;1.05022473022153;1.0504501700574984;1.0503599353442903;1.0504060103610957;1.0503697068977162;1.0505471206301702;1.0505863883469755;1.0506599987056322;1.0502259928644129;1.0504066804302574;1.0503010893538582;1.0500964951966434;1.0501753671781615;1.0501417148611416;1.0503186182604005;1.0504432799134513;1.0503374827307361;1.0505089740438174;1.0500996385703183;1.050332051131603;1.0506934185850403;1.0503907763356921;1.05066237016359;1.0503469504471483;1.0503404669657364;1.0503141158180276;1.050690352120651;1.0501741763765136;1.0502113056116735;1.050546680389854;1.050689712492755;1.050496422941787;1.0503289456819014;1.0507203166876546;1.0501260274376047;1.0503852642280305;1.0502760916802736;1.050239304803123;1.0501466038957712;1.0504521393417783;1.050194996893639;1.0506594213394398;1.0502176045903184;1.0504001293728438;1.050140945803086;1.0504958831653863;1.0501050400895693;1.0502040190561095;1.0505474137640445;1.0501987797544852;1.050688597404166;1.0501128808909233;1.0501201659296582;1.0502873892615872;1.0503996525078128;1.0505553318241723;1.050308181799399
22083;1.025;1.050778194154669;1.0504167242589588;1.0503314795681278;1.0506152476753956;1.0506391966461897;1.0507206497842165;1.0504937164569565;1.050487577573118;1.0507911474485783;1.050448430045272;1.0508297282840746;1.0504282611492561;1.0503118509760314;1.0503054263797882;1.050717685834031;1.0506690919042228;1.0504914709870903;1.0504605936139046;1.0504870918570937;1.050774533397172;1.0506581231129308;1.0503891987047704;1.0508204225733668;1.0506910248447432;1.0503121306338365;1.0506900749681092;1.050483332659696;1.050306348222607;1.0508537610777702;1.0505433400662219;1.050586159952199;1.050388542646905;1.050621658446845;1.0504776730899104;1.0503081899317945;1.050387648057259;1.0503100845686137;1.0506132581332928;1.0506837699542975;1.0507991899624978;1.0506656962708336;1.050659843157145;1.0503387526262495;1.0507078940746537;1.0504697241621903;1.050483745213567;1.0507846314233404;1.050480672994124;1.0504302663198406;1.0508255812575227;1.0505427792940252;1.0508473281262518;1.050700607691293;1.0505792562308047;1.0504890203380384;1.050819934810067;1.0504171040104406;1.0508265897115656;1.0505703948009268;1.0507752239665549;1.0505431747059715;1.0507910013223047;1.0506819356246477;1.0508471309892624;1.0507740250567514;1.050654096738172;1.050328386902321;1.0508281886149249;1.050569837594091;1.0504495932034268;1.0507390571973296;1.050439154744059;1.0505918274309822;1.0505081235473206;1.050550708421087;1.0505168937472196;1.0506985803759108;1.0507342350396776;1.0507903397196516;1.0504116706562256;1.0505661478600519;1.0504978240669718;1.0503084429346201;1.0503712889742112;1.050315968185948;1.0505112085191497;1.0505853371958562;1.0505263176732929;1.0506553690602525;1.0503105897674918;1.0504827262051686;1.0508289492196987;1.0505550533453598;1.0507929652788788;1.0505141649543204;1.050507295166743;1.0504818798513922;1.0508219834801373;1.0503703701925706;1.05039711135148;1.0506836505074182;1.0508214591284823;1.050653229796196;1.050496298211702;1.0508547597803888;1.0503014579489707;1.050551407966604;1.050453948968978;1.0504508871266276;1.0503486365929535;1.0505937097051825;1.050387432276049;1.0507895277911743;1.0504037459145907;1.0505455260283658;1.0503152153315098;1.0506539589566166;1.0503144385770506;1.0504210472228643;1.0506845060790513;1.0504164184242126;1.0508205935602897;1.0503203968518695;1.0503267878597515;1.050487447639472;1.0505760587990451;1.0506930502773375;1.050463293239992
22084;1.025;1.0509871456376885;1.0506919455043942;1.0506231725651909;1.0508495976390906;1.0508678215828364;1.0509301989499866;1.0506969867575435;1.0507341807074746;1.0509948915007732;1.0507151420076866;1.0510125533738273;1.050699867576287;1.0506066879974971;1.050604823672254;1.0509279218284526;1.050891130123528;1.0507536460632223;1.050706918867275;1.0506910244990046;1.0509847936797747;1.0508840917996125;1.0506042128792192;1.0510013191027126;1.0509083584608894;1.0506066960782103;1.0509087601397662;1.0507315662519467;1.0506051773960985;1.0510334023118817;1.0507816599429778;1.05082769457033;1.0505998896950042;1.0508545050829101;1.0507403510748752;1.0506062312039224;1.0506026154211698;1.0505254439051677;1.0508426360215486;1.0509025475636093;1.0509997622025902;1.05089003749386;1.0508838096556146;1.0505525132114597;1.050922523968958;1.0507164308565662;1.0507318078355137;1.0509909306428868;1.0507295844748468;1.0506390073945155;1.0510095713449448;1.0507932461703178;1.051028734817124;1.050916941215084;1.050822352956624;1.050749869620083;1.051001131509351;1.050692175817479;1.0510101291389007;1.0508052005013835;1.0509852695795323;1.050781489611991;1.0509945388299728;1.050901287952796;1.0510286588458322;1.0509845124738615;1.0508808597854944;1.0505427002743055;1.0510113010479591;1.0508148932644876;1.0507160937102513;1.0509459148654954;1.0507078754648935;1.0508238990451566;1.050751620624057;1.050788283648949;1.0507590201046852;1.0509142534928628;1.0509422924092238;1.0509939080876791;1.0506220292166;1.0507626597492379;1.0507572670537864;1.050523752704132;1.0505831364390803;1.0506104168989614;1.0507684692953678;1.0508182554012206;1.050780333066923;1.0508429780487814;1.0505259054295584;1.0507311680223548;1.0510119043305464;1.050802585013314;1.0509958053095718;1.0507156045274737;1.0507658603110097;1.050746160493964;1.0510025303867574;1.0505822577689725;1.0506094755463609;1.0509024209880231;1.0510021218456067;1.0508786403339416;1.0507573272094066;1.0510341729879908;1.0505987397801029;1.050798829166772;1.0506610089657862;1.0507171863173885;1.0505616778012026;1.0508255515106124;1.0505988035873652;1.0509930476501972;1.0506150644697045;1.0507839322244739;1.0506097933444218;1.050880713781934;1.0505296246282039;1.0506950829749635;1.0509030871825435;1.0506917763219348;1.0510014442668898;1.0505350681863892;1.0505411789133139;1.0507485257444003;1.05081986432393;1.0509085939719807;1.0507097410742305
22085;1.025;1.0509515082253795;1.0506804503451188;1.0505672705125153;1.0508104020170483;1.0508294210430624;1.0508919874642066;1.0506869667160619;1.0506932929023884;1.0509592255474423;1.0507026355920106;1.0509776314267592;1.0506883901897395;1.0505501698911537;1.0505491622356546;1.050889661844835;1.0508533158860096;1.0507087498167538;1.0506657872100256;1.050681826128025;1.0509490046209917;1.050858842925313;1.050608826228274;1.0509665661192817;1.0508708450425723;1.0505502172716172;1.050881508971986;1.0506901725317404;1.050549354866485;1.0509966241644881;1.0507448958005767;1.0508060167878812;1.0506022883472454;1.0508155180149854;1.050725238587769;1.0505503874488957;1.0506074621363244;1.0505330857714075;1.0508039130706386;1.050863669964846;1.0509639486486195;1.0508643425881015;1.0508458882413194;1.0505587829504455;1.050894060664527;1.0506753182239243;1.0506904600248212;1.050955342948653;1.0506877610463028;1.0506369721193571;1.050974634223971;1.0507735958377116;1.0509933166823593;1.0508889860321058;1.0508009890617354;1.0507336693311125;1.0509664636584082;1.0506807199198072;1.0509752781359802;1.050767110127489;1.0509494932874015;1.0507447502623362;1.0509588781303767;1.0508636822959372;1.0509932750753643;1.0509486800134058;1.0508562875818617;1.0505495440505108;1.0509764451069654;1.0507939390973287;1.0507035021749807;1.050915670532396;1.0506959305660208;1.0507854454301462;1.050711847453053;1.050750349499133;1.050719783424176;1.050876822893056;1.0509122931518058;1.0509582768095904;1.0506229615000644;1.0507436074635508;1.0507402205436944;1.0505316416859312;1.0505871645251712;1.0505541103751581;1.0507502998835538;1.0507798791952316;1.0507613620710181;1.0508137969866898;1.050533541799978;1.0506896726059411;1.0509770233819713;1.0507609261631543;1.0509601082526712;1.0507029946302846;1.050721797717022;1.0507005825709255;1.0509675825164329;1.0505863619728808;1.0506127853934333;1.0508635629436438;1.0509672030102193;1.0508405980804068;1.0507127205121707;1.0509975541359382;1.0505394704868567;1.0507577214801604;1.0506560183786346;1.0507044877978662;1.0505673938911755;1.05078706288935;1.0506013146062652;1.0509575494046326;1.0506172812863592;1.0507468305656904;1.0505534787270452;1.0508561641362135;1.0505369762615164;1.0506837261049733;1.0508642073135295;1.0506802550587842;1.0509666636833737;1.050542355049367;1.0505481113008388;1.0507324832088265;1.0507986536040705;1.0508700595024092;1.0506687429907475
22086;1.025;1.0506514253127308;1.0501573939068798;1.0502242064791347;1.0504699984737014;1.0504912644767348;1.050579367018071;1.0502116885511537;1.0503469250855018;1.05065648536703;1.050193061923739;1.0506723814357488;1.0501683660899248;1.050208962379924;1.0502077181668807;1.0505767241144788;1.0505205489263798;1.050360758272102;1.0503131326409882;1.0502016220298784;1.0506489079863877;1.0504793449871945;1.0500583716345582;1.0506752364538543;1.0505427236359843;1.0502089710688205;1.0505179133271139;1.050344483027816;1.0502080492109207;1.050702828736149;1.0503976566806787;1.0503882583764317;1.0500478493429999;1.0504757252423942;1.0502390187500377;1.0502089125918264;1.0500550681886522;1.0499257806651359;1.050475743138891;1.0505476889540872;1.050664991556876;1.0504887024527787;1.0505109872774396;1.0499683170571497;1.0505391000456912;1.0503247090359729;1.05034471953078;1.0506554091782343;1.0503429399852415;1.0501141809899897;1.0506687391101905;1.050331020342936;1.0506936669859317;1.0505305336548223;1.0503795033743635;1.050256228263741;1.050675060857971;1.050157614377722;1.0506693224625114;1.0504300188003577;1.050649422219954;1.0503973051188624;1.0506591769965772;1.0505336463596084;1.0506935958569668;1.0506486139010909;1.0504758065011124;1.0499528113067045;1.0506705987210159;1.0503672740802668;1.050194720958973;1.0505742761870005;1.0501809007691985;1.050453145863802;1.050367169989641;1.0504088273554781;1.0503755820169427;1.050550282184608;1.0505689095114195;1.0506585340802677;1.050085767733143;1.050320345170515;1.0502697857246703;1.0499222828131813;1.0500199347773178;1.0502125165150271;1.050289787004436;1.0504462335601708;1.0503098442583758;1.0504512492713265;1.0499265059352687;1.0503441421077029;1.0506714106789699;1.050414922804205;1.0506605736981534;1.0502423311340832;1.0503740893573432;1.0503529239612326;1.0506772479493836;1.050018391679102;1.0500673422042506;1.0505475459348999;1.0506766588881076;1.0505044491035322;1.0503646016588022;1.0507034141401554;1.050195333744884;1.0504071378736002;1.0501513374985798;1.050196678600172;1.0499831483352546;1.0504551614935471;1.0500459842599632;1.0506575617935028;1.0500750576699402;1.050401660292093;1.0502119345722203;1.050475641521762;1.0499332391199792;1.0501617872221984;1.050548276597202;1.0501572169433007;1.0506754606637885;1.0499417909728896;1.0499505231434718;1.0502537643983745;1.050375452684067;1.0505541733236516;1.0503158326464017
22087;1.025;1.0506060098022711;1.0501898250705781;1.0501910858850503;1.050462135556789;1.0504845424306866;1.0505284099011827;1.0501631473457362;1.0502234877902732;1.0506168221191565;1.0502227992317699;1.0506580560870111;1.05020148528162;1.0501714077087645;1.0501637183169;1.050524742893602;1.0505130811410608;1.0503454310755111;1.050193190922227;1.0501529646311505;1.0506021652910424;1.0504559161760243;1.050007135015011;1.0506623448971906;1.0505346589996052;1.0501712717566856;1.0504937130252048;1.0502188468138782;1.0501644905381362;1.0506927577428418;1.0502899945201787;1.0503736130160768;1.0499992254069617;1.0504681902743633;1.0502556240595482;1.050166672469708;1.0500052301129303;1.049869703523174;1.0503866580045864;1.050483370655964;1.050628580997328;1.0504649626942186;1.0505041326912194;1.0499151542701022;1.0505152954233457;1.0502028172422762;1.0502192612525556;1.0506123460254764;1.0502147419093928;1.0500656870225806;1.0506531291829744;1.0503262879444215;1.05068651668333;1.050506513889239;1.0503660272642281;1.0502682066223064;1.0506619361870018;1.0501901881064137;1.0506539009791642;1.0503262255828671;1.0506029931177088;1.0502897915395815;1.0506185177601366;1.0505257420563014;1.0506863514562899;1.0506017762235222;1.0504486922876388;1.049896994043271;1.0506560412997237;1.0503556897616493;1.0502240728800576;1.0505519056030663;1.0502128451098727;1.050355884297898;1.0502468415482924;1.0503005443702886;1.0502570470463457;1.0505420574553086;1.0505461880667613;1.0506171462497647;1.0500382026661168;1.0502791773143016;1.0502778099339318;1.0498676866559995;1.0499697963923769;1.0501749119116437;1.0502927027205609;1.050346872688879;1.0503085582569134;1.050422278298669;1.0498703971996561;1.050217921226866;1.0506570423634018;1.0504050234879945;1.0506209360858951;1.0501957087712828;1.050360367503648;1.0503364325336197;1.0506640210099862;1.0499683236853843;1.0500151157489412;1.0504830864901566;1.0506633989824805;1.0504978051678862;1.050349938173787;1.0506943031501332;1.05016442786538;1.050400542185476;1.0501024831243813;1.0502255109319611;1.0499324520302324;1.0503585797813535;1.049997395562867;1.0506152137892373;1.050025915552232;1.0502934783439293;1.0501741705186827;1.0504483644976885;1.0498754295375554;1.0501942886306985;1.0504843559484605;1.0501895909770318;1.0506625240395293;1.0498836090582107;1.0498942609768338;1.050266447405203;1.0503625458102006;1.0504933847347426;1.0501958912362555
22088;1.025;1.0508403393953147;1.050433285398152;1.0502708453163376;1.0506254388794416;1.0506536094994225;1.0507735023401996;1.0504618894076383;1.0505410804441977;1.0508511904781292;1.0504652388434204;1.0508746415567296;1.0504439211773038;1.05025390949519;1.0502509123237092;1.0507706383268847;1.0506894014089132;1.0504765903653401;1.0505102216573379;1.0504535099266816;1.0508370343904752;1.0506994754144896;1.050330897483199;1.0508738392706791;1.0507153755316552;1.050253774154186;1.0507334884382444;1.050538229042923;1.0502515021683358;1.05090444844374;1.0505918698481167;1.050622147460133;1.0503284201528058;1.0506330460327191;1.0505011333112764;1.050252619740418;1.0503285685866612;1.0502329393916734;1.0506665667564843;1.0507380213148438;1.0508582318815227;1.0507076453095765;1.0506781957162985;1.0502665810391703;1.0507524903223213;1.0505210996314893;1.050538514071722;1.0508457804518523;1.050536764448458;1.050381376455111;1.0508704518950862;1.050575071793381;1.05089682146808;1.0507447701613084;1.0506148177847396;1.0505147605237468;1.0508735269660094;1.050433565551584;1.0508712489038292;1.0506217140769496;1.050837698379788;1.05059162181129;1.0508510268139706;1.050704705275219;1.0508966951557104;1.0508366326228178;1.0506949316900271;1.0502543074744053;1.0508728745620628;1.050604729107796;1.0504665835829123;1.0507848135085565;1.0504550403971438;1.0506442795249027;1.0505604973602123;1.0506014329685538;1.0505685720169549;1.0507242457166888;1.0507798771057888;1.0508502906333803;1.0503569117601028;1.050554630387095;1.0505252885520555;1.050230473624978;1.0503061696094353;1.0502576205966423;1.0505408963371932;1.05063753470227;1.0505574808140894;1.0506667121421176;1.0502334870498957;1.0505379414829483;1.0508737224580686;1.0505526804693612;1.0508527643242416;1.050487973804022;1.0504956585562466;1.0504648838512742;1.0508754632431405;1.050305006911013;1.0503389418139786;1.0507378507792684;1.050874977624529;1.0506702620527493;1.0504823557790108;1.0509050216602898;1.0502186268508171;1.0505471967794364;1.0504118201726231;1.0504681345763798;1.0502781625620141;1.050646267771939;1.0503269597845046;1.050849131155338;1.0503469194225288;1.0505950991969812;1.0502569546053047;1.05069473497405;1.0502383860870492;1.0504374033962762;1.0507387697445594;1.050433043665929;1.0508740279226472;1.0502448447570398;1.0502524139220366;1.0505128332346745;1.0506114392072505;1.050746505574761;1.0505131778760919
22089;1.025;1.0507473984211368;1.0504717559609023;1.0503505385815206;1.0506086503850238;1.050630192669771;1.0507053230340067;1.0504682875686453;1.050514636187367;1.0507599784274753;1.0504953438760751;1.0507935013524259;1.0504801180061285;1.0503331243610687;1.0503291748094679;1.0507028012835682;1.050656815569591;1.050497653172129;1.0504915015667013;1.0504620294538938;1.0507441007925544;1.050654152187134;1.0503664310680458;1.0507940470039;1.0506758410804653;1.050333473016449;1.0506802652332778;1.0505122482367386;1.050330085241038;1.0508188525123776;1.0505538709538096;1.050598831357889;1.0503721161704374;1.0506144030417282;1.0505175973412388;1.0503312653556338;1.0503652364262213;1.0503099280884938;1.0506144130245654;1.050673202936724;1.0507666739523298;1.0506602979961983;1.050648631514616;1.0503308137571228;1.0506952630269761;1.0505001350893095;1.0505125031925704;1.0507532104460093;1.0505115013110307;1.05040899861306;1.050789588112263;1.0505669771246926;1.0508126590392644;1.0506891132151472;1.050593711927865;1.0505263850126576;1.050793565247169;1.050472002466884;1.050790362830008;1.0505774709026316;1.0507447706227904;1.0505537434291725;1.0507590183277566;1.050667936034533;1.0508124643253336;1.0507437102546107;1.0506488470521385;1.0503225835428789;1.050792017753804;1.0505868839860308;1.0504962260412534;1.0507212981321679;1.0504883281103201;1.0505960236805663;1.0505292843033858;1.0505612710839176;1.0505352865332007;1.0506824276488143;1.0507173478679939;1.0507583159030898;1.0503899788756614;1.0505399544740741;1.0505332727582495;1.0503086634565102;1.0503567436486483;1.0503372817946917;1.0505434215669853;1.0505905139156309;1.050554905087893;1.0506261265411736;1.050310205051187;1.0505120719923215;1.0507927643109853;1.0505548542141043;1.0507608491329243;1.050488374708452;1.0505118747463462;1.0504890274616874;1.0507953644983896;1.0503560156815457;1.0503734919102428;1.0506730214582767;1.0507949920590889;1.050642748312189;1.0505020137394;1.0508191312862825;1.0503208384924612;1.0505520499543024;1.0504310669628585;1.0504972094130625;1.0503387331012486;1.0505976770431107;1.0503711430120557;1.050757081949223;1.0503812891988842;1.0505560762861859;1.0503365885881235;1.050648637716895;1.0503127026577486;1.0504747102970593;1.0506739648217895;1.0504715210140467;1.0507941959364167;1.0503159711102854;1.0503212840124945;1.0505251675164127;1.0505913657184787;1.0506816871345064;1.0504942011132952
