;0
23424;4.106421143354173
23425;4.0414804913794145
23426;3.582028993085768
23427;3.2557596586865722
23428;3.183530738305863
23429;2.9928531511654275
23430;3.2791417566624834
23431;2.733143213142151
23432;3.1809839766896713
23433;3.7010478091091223
23434;4.130319073660715
23435;3.7809846026346703
23436;3.2628356452222285
23437;3.6326070754538335
23438;3.73128712320715
23439;3.575895370852288
23440;3.493029749778115
23441;3.345398745239626
23442;3.965162603553065
23443;4.15667749407733
23444;4.6380854209878875
23445;3.7464774285563758
23446;2.3795289392179697
23447;2.939662328318041
23448;2.367554767497857
23449;2.4566953937808957
23450;1.8867120558132202
23451;1.8684486346949996
23452;2.89890635517736
23453;3.269759048558051
23454;2.4653225053218373
23455;3.0460059102959245
23456;3.2246205318337005
23457;5.564781238049916
23458;9.32847350073376
23459;12.384792901622363
23460;16.732184377220662
23461;13.084100743827706
23462;10.04987331352348
23463;15.325543668937849
23464;26.86856555418271
23465;25.168247764966058
23466;23.91416250916358
23467;22.019759686675084
23468;20.639657733217494
23469;16.367711785380187
23470;12.209715184426374
23471;6.746377752656228
23472;3.0671349009915136
23473;2.398516461061453
23474;1.7968169263930478
23475;2.4092746957279734
23476;1.2947920232780668
23477;2.702176262758388
23478;2.607504028353304
23479;3.564222906078226
23480;2.161564944066548
23481;2.505509603700896
23482;3.5611518304574217
23483;5.747822968174771
23484;7.662891403276549
23485;7.783642946331951
23486;2.570975188242849
23487;3.787359778264221
23488;2.066688061044344
23489;4.827544196683982
23490;1.7815223512028904
23491;1.7663487417007433
23492;1.4224053952257056
23493;3.7054745821959076
23494;5.170370031695091
23495;6.661659878916211
23496;8.954554891631378
23497;8.372827615464285
23498;7.923841435582318
23499;6.678654608128297
23500;8.9217673710653
23501;17.38909595035838
23502;27.49646788670919
23503;16.711563781561892
23504;8.557644029065493
23505;14.816028690652253
23506;15.676344758249162
23507;12.742973054395188
23508;10.078812223493804
23509;9.91714943819771
23510;9.713981537823244
23511;9.468145950785143
23512;10.096512189900652
23513;8.43200330249607
23514;8.91571084583194
23515;7.462346282708792
23516;6.205726212198806
23517;5.620861837075821
23518;4.4654168495571485
23519;3.745985025522839
23520;3.9462140361888456
23521;3.3258836657013138
23522;2.8803344899816077
23523;2.9268975096942222
23524;2.9945268671360603
23525;2.7571162223051515
23526;2.954806581655439
23527;2.671132150583007
23528;2.911561426373408
23529;3.415473548801877
23530;3.3593142795512216
23531;3.536823992251926
23532;3.494483255821594
23533;3.5226303457552386
23534;3.4887461776004187
23535;3.6331286098002695
23536;3.4573315106966116
23537;3.4351269609579895
23538;3.5042571450035838
23539;3.720326893242786
23540;3.954434889089871
23541;3.370134965661565
23542;1.8625747128889911
23543;1.5970730591441038
23544;2.728425095514765
23545;2.8150516914727333
23546;1.8966870950848127
23547;2.615480982114055
23548;2.3952412669559067
23549;2.6569685601281834
23550;3.806025975529433
23551;3.7219249004675508
23552;6.1609506127976035
23553;8.743760477940919
23554;12.292842195563164
23555;17.501537963440647
23556;20.62324956802474
23557;17.464549517500753
23558;18.842641625641633
23559;21.4629091487428
23560;21.492020769381604
23561;22.291361515471124
23562;29.088993299180622
23563;30.053092269226884
23564;30.362136474210384
23565;30.660526050343716
23566;29.66159637589375
23567;26.603310362094085
23568;24.05843794778946
23569;27.742551575225583
23570;28.256960723463724
23571;28.798628314647623
23572;26.916925204948676
23573;25.494655481556585
23574;25.24606815765497
