;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
20160;1.025;0.9959960295089078;0.9966374000404336;0.9962707917615969;0.9966648098641578;0.9952270202995114;0.9952400692000913;0.9962830281191613;0.9966376626195567;0.9966328737942588;0.9964301828353225;0.9965549949002915;0.99626891667647;0.9966322224727237;0.9959652538352942
20161;1.025;0.9960917935187628;0.9966893769544735;0.9963218534788971;0.9967174907015065;0.9953546949031743;0.995366903024093;0.9963510132543457;0.9966906052537596;0.9966848286001798;0.996485890366774;0.9966092867992895;0.9963374106610783;0.9966833826563346;0.9960492673525222
20162;1.025;0.9959755173686692;0.9966134920085445;0.9962793513866527;0.9966398477301185;0.9952279932235032;0.995240954911525;0.9962691968778467;0.9966144810890823;0.9966072909068533;0.9964211621677779;0.9965378268545638;0.9962555505217513;0.9966046397044246;0.9959576666041091
20163;1.025;0.9966818796105262;0.997150984521784;0.9968395139065539;0.9971765308459054;0.9960948102440429;0.9961044606932301;0.9968844773382903;0.9971541482656319;0.9971458718051388;0.996982552203661;0.9970860565855649;0.9968736240593286;0.9971428880867756;0.9966448456586723
20164;1.025;0.9964204708693024;0.9969607822624552;0.9966511074980083;0.9969852489994063;0.9957705970422704;0.9957816158113385;0.9966625471528503;0.9969625964912883;0.996955692971783;0.996786880448475;0.9968928251703831;0.996650618714919;0.9969543382668973;0.9963940844893554
20165;1.025;0.9968232797029805;0.9972991393756925;0.9970218771237712;0.9973211240850289;0.9962511613536816;0.9962608739141512;0.9970370333844435;0.9973006110007853;0.9972945739476285;0.9971439408388844;0.9972383898238265;0.9970265343682992;0.9972933261633319;0.9968005783474303
20166;1.025;0.9967417995920016;0.9972047929754007;0.9969229601545834;0.9972274531843797;0.9961739945373821;0.9961834692483857;0.9969452091522586;0.9972068027090013;0.997200112271011;0.9970489026456418;0.9971440970856249;0.9969347475493138;0.9971992285477009;0.9967121012164425
20167;1.025;0.996922704403047;0.9974033686585703;0.997133544558285;0.9974245240128293;0.9963536144708044;0.9963634045696709;0.9971421655938394;0.997404490701645;0.9973989163605411;0.9972506542893753;0.9973432178747232;0.9971317547269964;0.9973972993014492;0.9969057366627423
20168;1.025;0.9970475457594199;0.9974937093095092;0.9972291001817724;0.9975150284148163;0.9965146934095443;0.9965238135034542;0.9972505630399698;0.9974955731515278;0.9974890792602124;0.9973462587143611;0.9974360747658226;0.9972408032759643;0.9974869261240534;0.9970296355211135
20169;1.025;0.9970571268948932;0.9974849531910597;0.9972205234238644;0.9975069355349141;0.9965422346592734;0.996551009882892;0.9972513159216325;0.9974873107645206;0.9974798074264042;0.9973390413893704;0.9974280389683128;0.9972418757811478;0.9974766577424954;0.9970381935467048
