;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0;1.025;0.9956705832883977;0.9965100004934981;0.9962323232904301;0.9965576655338492;0.9944421142922859;0.9944594294923144;0.9959404271307254;0.9965250592452585;0.9964725805522751;0.9963266795175646;0.9964402080854715;0.9959169303218274;0.9964650119407661;0.9954667801695161
1;1.025;0.9934876542033039;0.9942921412409872;0.9937022728470392;0.9943756153100245;0.9914145820811354;0.991431929228849;0.9933118846524975;0.994331350015677;0.9942472412224185;0.9939952576900246;0.9941970862577081;0.9932691495242733;0.9942205283763547;0.9926259233123478
2;1.025;0.9925881039520742;0.9936443614820237;0.9930101167421527;0.9937354473759872;0.9902587414749788;0.9902811607258768;0.9925461381517431;0.9936847121122834;0.9935915346152198;0.9933060139776293;0.9935300500866255;0.9924988981233233;0.9935703235852191;0.9917475122661439
3;1.025;0.9926946284659454;0.9936457486907074;0.9929634697134158;0.9937358735693037;0.9903078530751815;0.9903282006437095;0.992512093769189;0.99368459526144;0.9935999353716777;0.9932964984073356;0.9935284793613377;0.9924629974862647;0.9935861846626259;0.9917188362827409
4;1.025;0.9926842819488505;0.99370588001437;0.9930407978647547;0.9937974625804422;0.9902893975113491;0.990311150732091;0.9925721990514693;0.9937463042497978;0.9936562052621126;0.9933597306972144;0.9935912310524876;0.9925232894784201;0.9936396775318919;0.9917634867263713
5;1.025;0.9934725077258728;0.9942865212162656;0.9936886176056469;0.9943671709510722;0.9913876464064235;0.9914051246651217;0.9932974643887951;0.9943221280691198;0.9942449464174701;0.9939828896536475;0.9941858323471947;0.9932544952606572;0.9942274591512817;0.992607293256497
6;1.025;0.9935183944434268;0.9943309355361162;0.9937485978309928;0.9944077458478969;0.9914856094616249;0.9915029830324001;0.9933653679497788;0.9943634963400722;0.9942918109791768;0.9940317771174015;0.9942293712839907;0.9933235583229432;0.9942801047512548;0.9926892660814424
7;1.025;0.9931909958045378;0.9941181111291512;0.9935386921522005;0.9941976430754917;0.9910893780048461;0.9911090438876278;0.9931233148208665;0.9941512028761673;0.9940744114392833;0.9938121666018191;0.9940149130667988;0.9930805385942083;0.9940626522353005;0.99240809782659
8;1.025;0.9937217182802702;0.9946501866481601;0.9941374493283195;0.9947232976739593;0.9917937067009978;0.9918132701657817;0.9937405271774514;0.9946797543605956;0.9946071660816209;0.994371226032287;0.9945559257340671;0.9937016785757954;0.9945966407250145;0.993069866579068
9;1.025;0.9938327169184539;0.994733275487703;0.994276750869823;0.9948007718056535;0.9920775762793717;0.9920964816893341;0.9939081723508795;0.9947560079832632;0.9946910897613453;0.9944771188442538;0.9946442882828807;0.9938730931334766;0.9946793786729536;0.9932871451578309
