;0;1;2;3;4;5;6;7;8;9;10;11;12
1344;0.8427961490316805;2.483559274856168;4.088567932987992;0.5336661074828657;1.619652117957461;1.5405124648466249;2.261251746962626;3.7365703679217876;1.9666164085943338;1.6561677962067614;0.9460700259985426;0.06295873465073348;1.6578134520426349
1345;0.9295082007758122;2.730464199333449;4.496656046251772;0.6255907612839562;1.7310098007997647;1.69428012981298;1.8734125862042244;4.11028718597376;2.1618717635608844;1.8208757013212304;1.073505541916085;0.11747763683382897;1.822872153980822
1346;0.8834068740909466;2.580607856574333;4.2645039637311335;0.5565801449295893;1.6526132413045242;1.6076434506134916;1.8177530666822157;3.9007675478991604;2.0334091495057613;1.7032229148468137;0.9927676426664346;0.07526697535315743;1.70499248258189
1347;0.9446441141196517;2.4901148636905197;4.235036563404052;0.500317280576763;1.6389716042193623;1.6046714476950257;1.8495389308743386;3.9038588308281787;1.9034658486389835;1.5495057243332602;0.9683426544548851;0.06329492735118573;1.5510934535884593
1348;0.9549747072224581;2.591971172849127;4.371740430097721;0.5344382335008443;1.6966228509944055;1.6540216090891762;1.8408239116330594;4.020964545208111;1.9990559107299164;1.641166254804632;1.0068854575454373;0.07342644127751546;1.6428972604267778
1349;0.8098638750505245;2.248267374804537;3.762751894183215;0.48289521370744715;1.466142087273125;1.421999511281133;1.568009453534635;3.454176362332185;1.7503476659923591;1.451394582535671;0.8775557933987025;0.07622755616741062;1.4527199877033783
1350;0.6344761501479116;2.190568647095259;3.471089671478706;0.5427160853254345;1.3299195860052409;1.2986774614227414;1.4453974016368092;3.137391423692346;1.7986815587123828;1.5618166474520332;0.8547260066949509;0.10171014948846392;1.5631332507821152
1351;0.6493615992201088;2.2044416393940875;3.5059983813557585;0.5056420430819075;1.3408226506841188;1.3126655163050305;1.4670667557772668;3.1724687080097236;1.804056823520021;1.5623278160236198;0.8260533327245393;0.06069987247733669;1.5636621423639738
1352;0.5809963420833105;2.1760046167160887;3.388476350284194;0.5334516499997153;1.2870770113962122;1.2634780671062884;1.3684450081391828;3.0466857238322365;1.8146628709154344;1.5954057512256399;0.8235529668696614;0.07850767462243763;1.5967225009445003
1353;0.41907632498841935;2.076126384445521;3.059242253000245;0.541525129560138;1.1522238563155354;1.1282942519155699;1.219506894028463;2.704175196866193;1.8158120041252037;1.6572774225102611;0.7507304420628709;0.07324422541626596;1.658528074388478
