;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96
0;1.025;1.0463802021505726;1.0446901036616447;1.0481345004750113;1.0464138447551525;1.048241415264339;1.0465200513249728;1.0471386846763011;1.0482092136888388;1.0476260273042097;1.0478182228233621;1.0458256028878283;1.0464664897227887;1.048678534067967;1.0455194541089776;1.0480166639970496;1.047977915971939;1.0482542026052368;1.0467224007399536;1.0481859378061693;1.048149532154312;1.0453903711701285;1.0481670575782625;1.047990052374908;1.0481469996927346;1.0447510949791217;1.0476813748703742;1.0480153663693363;1.0463975927278046;1.0460421359677672;1.0452791394554712;1.0452399876767187;1.048132397822224;1.047988274028227;1.0458069148134506;1.0484195713855409;1.0470767140148654;1.0470047220899905;1.048212347722455;1.0480606191168327;1.0447767126465466;1.048225524237508;1.0469828397302654;1.0448453503172748;1.0457617368871435;1.0483769178042823;1.0481437885311788;1.048334180683979;1.0448080173432723;1.0482824100129553;1.0483828858731663;1.0475533221761895;1.0482952658544564;1.0480271973980961;1.0485538911299308;1.0447608507251134;1.0449000919561349;1.048515412026893;1.0483739608770126;1.0475468180690704;1.044864679917343;1.0469484931204285;1.0478861521894411;1.0487216738178131;1.0447217751946667;1.047564548304669;1.0446870819632097;1.047526352480276;1.0448356810676283;1.048092799463593;1.047977690595416;1.0456165379573898;1.0460169123556282;1.0477462107106035;1.048562253787706;1.0478849459211275;1.044956665566973;1.0475607362024677;1.0483389992529561;1.048388272538798;1.0447992737278529;1.0450709804297071;1.0481226197543265;1.0461789786381985;1.0446987010187192;1.0476342491235964;1.044832822144313;1.0476197174869917;1.0484010313793077;1.0480186209259206;1.0485720388596493;1.048635683454714;1.0480160556775815;1.0471823836183123;1.0480549918159243;1.0481991322670685;1.0481069342257425
1;1.025;1.046207725344933;1.0447384810939055;1.0476044011768417;1.0462356090673135;1.0476788408333135;1.0463246847825418;1.046818298157213;1.047658090885773;1.047180937798085;1.0473641776932263;1.0457151012377175;1.0462802381642204;1.0480480000495331;1.045432041466332;1.0476653523084587;1.0475081589088893;1.0476884336040635;1.0464888604361982;1.0476602268742754;1.0477374010070886;1.045316961506575;1.0476238045790334;1.0475116088447987;1.0476141089474174;1.044802908963512;1.047240769357044;1.0476643038349693;1.046221780405938;1.0459106927043178;1.0452216172789652;1.0451874086647859;1.0476038803925485;1.047511104248731;1.045698117622191;1.04784927223862;1.046768032215109;1.0467094638000711;1.0477776975119861;1.0476862076096811;1.0446647417124677;1.0477857932078332;1.0466920515158307;1.0448673612206567;1.0456568118917895;1.0478080491936923;1.0477347451349057;1.0477624108430592;1.0447063338373768;1.0477320270745771;1.0478143184964337;1.047097431356595;1.0477270352229198;1.047525291760362;1.0479435549566436;1.0446503607952653;1.0448437814872633;1.047965420947086;1.047881876780108;1.0470745171154106;1.0447891818877557;1.046664695463358;1.047409486556443;1.0480862733547878;1.0447821154055585;1.047110133852107;1.0447311994554418;1.0471253476678997;1.0448609535968045;1.047590041246979;1.0475080736015425;1.0455281036652941;1.045888103399355;1.047301154916568;1.047956181649899;1.0474220430869965;1.0449341453521785;1.0471059799651492;1.047860536092505;1.0478103404282761;1.044836449971539;1.0450521749581074;1.0477239627050112;1.0460367073547527;1.0447591982546163;1.047190469114647;1.0447468503066046;1.047173376417038;1.047831724072923;1.0476662990574304;1.0479592367375579;1.0480361406361933;1.047664564592964;1.046852637309803;1.0476823542191427;1.0476514076583092;1.047715020159279
2;1.025;1.0460005322351567;1.0442780538643641;1.0474488689354269;1.0460313553218248;1.047549526164208;1.046129732093316;1.0466753812746319;1.0475192377977451;1.0469911039242163;1.0471976546748292;1.0454607072332827;1.0460802106183096;1.048003942089464;1.045156117886152;1.0473893211731005;1.0473643634344243;1.0475624257523222;1.0463124157979193;1.04754519504924;1.0475188736020136;1.0450268039360258;1.0474753363269342;1.0473681876352308;1.0474589816267286;1.0443668702395525;1.047054421326771;1.047388211170595;1.0460162151296768;1.0456734677667192;1.0449179786929104;1.0448788843803718;1.047448366764942;1.0473672932905023;1.0454422297551056;1.0477482539887657;1.0466206179864166;1.0465568028326195;1.0475765184967616;1.047430381587038;1.0442936088464376;1.0475885127216014;1.0465376806397229;1.0444716218299657;1.0453982808747604;1.0477023499061686;1.047514273241508;1.0476513136807923;1.0443392325357423;1.04763051101702;1.0477093566094706;1.046906890697085;1.0476088741680893;1.047441399545968;1.0478798020138715;1.044274576287226;1.0444826533326903;1.047860288521321;1.0477291131127795;1.0468887046056463;1.044426433075549;1.0465075790538452;1.0473140090976685;1.048049160564879;1.044332552488913;1.0469196251365684;1.0442702873218102;1.0470065897468888;1.044461352196655;1.0474616709132913;1.0473642742527585;1.04525985969876;1.045648901400425;1.0471246496788549;1.0479086011747802;1.047264640810693;1.0445760199729497;1.0469154573591912;1.0476964489770157;1.047723497585047;1.0444218046228695;1.0447185627837836;1.047494716071748;1.0458091466197685;1.044300150620175;1.0470007711432643;1.0443799969280492;1.046983438459872;1.0477287310964845;1.0473911412678543;1.0478980273732388;1.0479710444953876;1.0473884838146796;1.0467125699178788;1.0474241221405458;1.047509372851402;1.0474797857270528
3;1.025;1.0477668155378728;1.0465671761810005;1.0489505962865282;1.0477884235903352;1.0490205478058647;1.0478571104865502;1.0482414671140883;1.0490005886391682;1.048480933754378;1.0486540379793574;1.0473898341831331;1.0478226085571802;1.0493111069475594;1.0471774911497689;1.04890193964237;1.0487918276385124;1.0490290330191765;1.0479849405789314;1.0489394381383885;1.048988586225974;1.047087807727831;1.0489708152949706;1.0487951397127682;1.0489593355254498;1.046632067122687;1.0485355831857863;1.048901085967226;1.047777829715728;1.0475388457533201;1.047012144312459;1.0469849650958785;1.048950064904889;1.048794513589495;1.0473768929071914;1.04915135341436;1.0482026589763547;1.0481574348213984;1.0490280356742512;1.0489285366174208;1.0465981273736698;1.0490361690300312;1.0481438588276761;1.0467040632278837;1.0473461208897976;1.0491208411302198;1.0489854013036832;1.0490873840073882;1.046626694301088;1.0490088204780172;1.0491254369396905;1.0484057236123308;1.0490595057129153;1.0488340065270298;1.0492113305306914;1.0465863862350664;1.0467168835213518;1.0492204993321583;1.0491323865477364;1.0483939507271485;1.0466814875587924;1.0481226560663193;1.0487296670749797;1.0493474121308717;1.046608488213979;1.0484172443197142;1.046560901328695;1.0484880528119687;1.0466970023799729;1.048871406101076;1.0487917651859675;1.0472489713498385;1.0475216403424081;1.048593501106403;1.0492282288572323;1.0487095287122954;1.0467773172729267;1.0484134909226834;1.04911029956794;1.049084381581992;1.0466698163908361;1.0468728739650528;1.0489722660448524;1.0476336746536603;1.0465850289721488;1.0484894563687073;1.0466524172325005;1.0484741532068342;1.0491383431247925;1.0489031246828784;1.0492261270559549;1.0492949094198711;1.0489012768206383;1.0482682085990953;1.0489242294454877;1.0489940990121556;1.0489619657152351
4;1.025;1.047238185134705;1.0458356404885734;1.048559487936176;1.0472633574914998;1.0486378513430519;1.0473433683747202;1.0477904497634465;1.048616200962278;1.0480024969245594;1.0481984776792608;1.0467959669225908;1.0473033027496377;1.0489599688196463;1.0465470606977914;1.0485174374589672;1.0483540510794835;1.0486471556903287;1.0474918000313997;1.0485234078964256;1.0486121526847254;1.0464421551313396;1.0485832967733935;1.0483586300292915;1.0485708726261849;1.0459145418524227;1.0480654459688428;1.0485160632016544;1.047251007115616;1.0469711094122869;1.0463537365029032;1.0463223309140692;1.0485588749708556;1.048357930656882;1.0467808072976212;1.0487863892780334;1.0477450144938785;1.047692172645908;1.0486557010118913;1.0485456330401697;1.045884657602692;1.048664564036066;1.047676318702312;1.0459972416346999;1.046744723403188;1.0487510755612197;1.0486087004336018;1.0487127675380055;1.0459155493586219;1.048603625282725;1.0487563783052691;1.0479174433078253;1.0486811088024437;1.0484550701347453;1.0488413181470115;1.0458726314204785;1.0460145937827081;1.048865728486176;1.048770906833789;1.0479032854022772;1.0459755602986407;1.0476516850691535;1.0483420839101132;1.0490036056713226;1.0458881081476532;1.0479300914529572;1.0458271124031824;1.048074933813795;1.0459889523848356;1.0484453812484977;1.0483539189688829;1.046630888385244;1.0469507901793496;1.0481304682421073;1.048877417088587;1.048261110943674;1.0460831591866735;1.0479259109914434;1.048746908243184;1.048691331654977;1.0459573818403662;1.0461932107931429;1.048594544019826;1.047083151958103;1.0458599038503715;1.0480124260342654;1.0459441229804043;1.0479946805744096;1.0487712695929332;1.0485187159413756;1.0488590482475961;1.0489462248979717;1.0485164671286193;1.0478215522761456;1.048540689887022;1.0486093619624022;1.0485830081427474
5;1.025;1.0467089231143198;1.045121859446847;1.048112696649833;1.0467361908790649;1.048202830636578;1.0468225767342472;1.04730405270732;1.0481795265175946;1.0475573429462042;1.0477573630259711;1.046224559789021;1.0467793644355887;1.0485349523737537;1.0459522927724516;1.0480289201865938;1.047915386728221;1.0482128280315217;1.0469823866458952;1.0480836213821532;1.0481403452701952;1.0458365749748646;1.0481423902349554;1.0479192554237968;1.0481277875289823;1.0452283083783365;1.0476218827584411;1.0480273630431742;1.0467228194185298;1.0464174154098242;1.0457389051095782;1.0457039097119323;1.0481121271196083;1.0479186345077782;1.0462078234994652;1.0483601702643857;1.047254863648404;1.0471975711572965;1.0481895599648092;1.0480606071809726;1.0452243861684092;1.0481995020100747;1.0471803740257817;1.045330748808166;1.0461685172918995;1.0483232336661312;1.0481363885973434;1.0482827043109837;1.0452561645325051;1.0481630462863771;1.048328814176932;1.0474732321705356;1.0482492159051877;1.0480049630191999;1.0484062256965438;1.045212218374299;1.0453585117697475;1.04842898881137;1.0483217800362608;1.0474582370381904;1.045318128156021;1.047153948452527;1.0478850246826872;1.0485837975000063;1.0451948341557478;1.0474851898252031;1.0451094745083551;1.047606505956708;1.0453206819935392;1.0480059930074417;1.0479152914221281;1.0460444152290964;1.0463951236165585;1.0476881780399052;1.0484507095034825;1.0478208946712644;1.0454337009659629;1.0474812654071295;1.048294478608354;1.048249682159271;1.0452819613702538;1.0455594681305689;1.048119870939082;1.0465402260768581;1.045157095686483;1.0475675475148498;1.0452857881401196;1.0475492530379142;1.0483444113841538;1.0480303559306923;1.048425508980307;1.0485196521631992;1.0480276543996168;1.0473376256771347;1.0480544847722775;1.0481720191781747;1.0481060317863735
6;1.025;1.0467398219589936;1.0450285159612076;1.0481177401631965;1.046767238022528;1.0482210239908178;1.0468536993081092;1.0473359454231896;1.0481949439350775;1.0474330011633781;1.0476563633733746;1.046249805558948;1.0468103492737486;1.048542351439076;1.0459787567992354;1.0479325832348318;1.0478335642731738;1.0482317250768978;1.0470138969731129;1.0480224875822344;1.0480762948640663;1.0458595291684698;1.0481547527724344;1.047837696311878;1.0481364167068887;1.0451667757141245;1.0475045801111709;1.047930585596261;1.0467538969384085;1.046445113322353;1.0457576887024762;1.0457213114161692;1.048117208722882;1.04783697350745;1.046232875233822;1.0483759304681377;1.0472866310164108;1.0472292326668375;1.0481331846100195;1.047973567269169;1.0452540265276185;1.0481447317336705;1.0472118934848063;1.0452995680149435;1.0461941296095782;1.0483404866583437;1.048071320754487;1.0483017470398424;1.0452805913923127;1.0481119611413168;1.0483458387633688;1.0473432319767637;1.0482680753644993;1.048031486053627;1.0483906097364393;1.0452426836754525;1.0453634995898673;1.0484164847659478;1.0482889996547575;1.047333192300721;1.0453310639219546;1.0471856221472844;1.0479142152074463;1.0486006724464028;1.045123328990871;1.0473554899483313;1.045012417624943;1.0476351193014517;1.0452865338612654;1.0479351511552837;1.0478334461885133;1.0460706665035948;1.0464225025826903;1.0475790012144037;1.0484688971334792;1.047727459002198;1.0454312305028002;1.0473514477971426;1.0482566282298604;1.0482096205456857;1.04523637023663;1.0455671616633948;1.04805014942603;1.0465686330435369;1.0450743170371453;1.0474442593384612;1.045304031999448;1.0474240941333663;1.048360783079233;1.0479344392789216;1.048413301571183;1.0485243282318757;1.0479309466405518;1.0473696008520916;1.0479656325633915;1.0481865780154571;1.048032429551215
7;1.025;1.0472247281140796;1.045911793087438;1.0484523114480675;1.0472475370210508;1.0485274684203174;1.047319899368148;1.0477249365284687;1.0485068973518827;1.0478756191097858;1.0480626670725546;1.0468233820951645;1.0472836372148433;1.048811951617388;1.0466000413039662;1.0483750578276352;1.0482118281112587;1.0485360651701052;1.0474543146578066;1.0483775864391711;1.0484734732928667;1.0465040345985834;1.0484767366823309;1.0482168889899708;1.0484641349580313;1.0459945985061307;1.0479356196120926;1.0483734344639002;1.0472364024882692;1.0469821956068435;1.0464224725137459;1.0463938230737495;1.0484517319163726;1.048216151297631;1.0468096838926462;1.0486596028536943;1.0476837271450625;1.0476358986884025;1.0485155317266541;1.0484043720668081;1.0460147565887776;1.0485240967963443;1.0476214883480597;1.0460813920408996;1.0467774525414923;1.0486282553342468;1.0484699419193835;1.0485947347406828;1.0460391179862314;1.0484565717724672;1.048632935281969;1.0477967366757175;1.0485661385425142;1.048336265329792;1.0486927760310443;1.0460047616884203;1.0461160655935973;1.048720491838423;1.0486279077296112;1.0477866581573954;1.0460858624717815;1.0475992566084478;1.048230581001737;1.0488560425551914;1.045967250723358;1.047808144845057;1.0459026847955772;1.0479884072602363;1.0460725841152305;1.0483012329969608;1.0482116527670475;1.046675158121381;1.0469636796228616;1.0479977252214165;1.0487355921459272;1.048122706949575;1.0461721133398576;1.0478043214019925;1.048604477243875;1.0485431909410186;1.0460392428952667;1.046273985822401;1.0484553565562982;1.047083722126256;1.045937707209639;1.0478850745878865;1.046061074026643;1.0478682450233792;1.048646115428197;1.0483763965546498;1.048710593925186;1.0487993882098692;1.0483739706421438;1.0477532585136393;1.0483991845635467;1.0485005543491084;1.0484433791676364
8;1.025;1.0479683087834304;1.046793161264979;1.04904912467969;1.0479882638546667;1.0491175278206188;1.0480514150355584;1.0484045787112282;1.049099603218138;1.0484475864666847;1.0486360916288688;1.0476151914446037;1.0480197806424787;1.0493555311949254;1.0474183306133946;1.0489647649596623;1.048784840194158;1.0491250358532371;1.0481685687723283;1.0489427127097366;1.0490539843622082;1.0473335928965102;1.049072176091464;1.0487883780693732;1.049060594287061;1.0468743637906035;1.0485087473759849;1.0489634623770563;1.0479785182883548;1.047755490170553;1.0472616316681445;1.0472360377708805;1.0490486542915145;1.0487878243282511;1.0476030442346767;1.049231625516653;1.0483685520718171;1.0483266474701078;1.04909178708886;1.048990614738998;1.0468973647187494;1.0490994609743232;1.048314026186506;1.0469549633528024;1.0475746811739448;1.0492049145596596;1.0490508083142356;1.049175967261862;1.046918676693536;1.0490174925532558;1.0492089228874888;1.0483650106721454;1.0491513956118033;1.0489213934699884;1.0492415133329862;1.0468887150208535;1.0469862014627798;1.0492770111743224;1.0491936373356943;1.0483559897177444;1.04695967439839;1.0482946744942114;1.0488270533626527;1.0493979552970856;1.0468483129375132;1.0483771987917465;1.0467839208609355;1.04863272636007;1.0469469638602402;1.0488697525977762;1.0487847382093107;1.0474846996782112;1.0477392198872575;1.0485711520399075;1.0492870143932755;1.0486957835306898;1.0470369079233688;1.048373194186165;1.0491724807602638;1.0490991316919234;1.0469163471304106;1.047128992756443;1.0490375786735704;1.0478447364204817;1.04681945122345;1.0484572846292455;1.0469379906311074;1.048439914004582;1.0492201860633017;1.0489659383839396;1.0492586015258176;1.0493476960272459;1.0489637741447346;1.0484295468451037;1.048985793819839;1.0490939179049092;1.0490265967155004
9;1.025;1.0472110202735867;1.0460141909184182;1.04833582962273;1.047231612087583;1.0483993365775188;1.0472967436371268;1.0476569709026433;1.0483827475144214;1.0471202399226438;1.0473546639591227;1.0468409614658953;1.047264181647318;1.0485994574258015;1.0466307442131462;1.0477567961624854;1.0474764637098373;1.048406407740723;1.047416878092838;1.0478345495961698;1.0478699323844143;1.0465394158448804;1.0483568969551043;1.0475409322429696;1.0483465634828428;1.0460919690587973;1.047197786788921;1.0477543278262706;1.0472215404966632;1.046988613626144;1.046461930134379;1.0464343388685267;1.0483354945477306;1.047534816408139;1.046828175065248;1.048510446820473;1.047620363292933;1.047577784292826;1.0479240516347692;1.0477933093803347;1.0461010974687424;1.0479348252932663;1.0475649793362058;1.0461674305581259;1.0467980182253964;1.0484843051166937;1.0478652279382565;1.0484557238381575;1.046122634256175;1.0479822337085347;1.0484882652094585;1.0470163343086678;1.0484319033592902;1.0481902303311423;1.048403910850395;1.0460927921731855;1.046191854791073;1.0483753236568139;1.0481710041685406;1.047006283264019;1.046164556616812;1.0475452489034516;1.0480956180607388;1.0486688355206588;1.0460676735704761;1.0470275743725523;1.046005076285729;1.0478915440829404;1.046159914933583;1.0476894477588006;1.0474763592857712;1.0467024543188461;1.046971495392892;1.047275003739796;1.0485580166186805;1.047427790680134;1.046243564707179;1.0470238715127291;1.0481200177831975;1.048142914469721;1.0461311999039045;1.04633314923369;1.0478500528068626;1.0470826233870592;1.046040123055306;1.0471326628064321;1.0461426439760453;1.0471103751565072;1.0484992656550707;1.0477586068646523;1.0484334842908376;1.0485476211367684;1.0477546470252415;1.047682374915782;1.0477873161598354;1.0483775168013745;1.0478369705156225
