;0
30912;7.278297683517648
30913;6.5784206557935
30914;5.962716892200609
30915;5.849658223829825
30916;5.6806359547698175
30917;5.990022448092792
30918;5.97833210158857
30919;4.851055394801731
30920;4.914505081490423
30921;5.016224698556838
30922;4.961777201078899
30923;5.130531545495109
30924;5.512808738555754
30925;6.041294520844167
30926;6.31830656274443
30927;5.904897343196207
30928;6.540000624275375
30929;6.34375205833108
30930;6.045084964102386
30931;5.8268355877074764
30932;6.642271983301653
30933;6.915116831427262
30934;7.389655570298129
30935;8.109730873689113
30936;10.62748845373207
30937;12.23269103038159
30938;10.755691466464837
30939;12.490581069642952
30940;15.336307642240607
30941;16.078030784369655
30942;19.508271912494685
30943;18.35620949787519
30944;17.848242378178597
30945;16.809355558886974
30946;15.128290734721043
30947;13.222685809608933
30948;12.484390766241777
30949;11.370290362416622
30950;11.059568014772328
30951;11.746403172524241
30952;12.424713885294052
30953;12.427980829457102
30954;12.806348168422044
30955;13.045153446182606
30956;13.677834035260675
30957;14.606678687749309
30958;14.022595855803852
30959;15.622210651075005
30960;16.85304005138145
30961;18.490110119480807
30962;21.2634681060133
30963;19.71705585191468
30964;18.932736070564967
30965;18.422365458009015
30966;17.885418747683673
30967;15.078331163766626
30968;14.616466389553654
30969;15.362069160622314
30970;15.991927993198788
30971;15.19835358984502
30972;17.38244183611058
30973;18.149649927409808
30974;19.891352506021445
30975;23.984565097077574
30976;19.727152094006055
30977;20.97322289466299
30978;18.90564490693479
30979;17.743253009656605
30980;16.770942694318105
30981;16.460428951603493
30982;15.211875752804952
30983;16.193882899795643
30984;17.82767614154398
30985;17.083566402913767
30986;19.624322272164868
30987;18.106462796512126
30988;20.05419964832443
30989;19.048195381983206
30990;19.46101249154881
30991;17.270581318887437
30992;16.867644839436107
30993;15.612860002343302
30994;14.394276077677548
30995;12.630322773754072
30996;12.970546741294452
30997;12.003119976507936
30998;13.46757885125803
30999;11.448861648213814
31000;11.438797928942499
31001;9.573637744354018
31002;10.260037054308146
31003;11.960007330401265
31004;10.693230209523467
31005;11.389488436267477
31006;10.363955298248365
31007;7.69921420908009
31008;8.22044635276577
31009;8.059418951932933
31010;7.669719985525185
31011;8.609109083827613
31012;8.950771251129181
31013;7.705810218323411
31014;8.10754435546247
31015;8.868694678226047
31016;7.999604440768593
31017;7.393670415251523
31018;7.3720020070832115
31019;6.553868999995964
31020;6.344535423458028
31021;6.569270472148278
31022;5.893131857611897
31023;7.32477679366689
31024;6.79629251563745
31025;7.859414639242419
