;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58
27168;1.025;1.0243749160412408;1.023767141090887;1.0238848014660007;1.024053738899822;1.0243582119057604;1.023284976868947;1.0238449272614032;1.0237894091912187;1.0232227030921603;1.0243583341024785;1.0239483028262881;1.0242649230134877;1.0242299416542386;1.0237856070192615;1.0237924829808382;1.023924588225154;1.0239595588550432;1.0237253977463725;1.0231281843759032;1.0232988163981953;1.0242794867441207;1.0238368767466364;1.0231579274925122;1.0238041353654521;1.0233731634518481;1.0239201979168966;1.0239518392548188;1.0243585068412255;1.023395158648218;1.0237999700637963;1.024351754099722;1.0235722269386724;1.0243169629705655;1.0231325993050426;1.0243175005951934;1.0242215392301715;1.0242619441561007;1.0239186480803197;1.0241706792132472;1.0232076680610718;1.02434399341432;1.023493157707467;1.0235120328209553;1.0242338191119245;1.0238113213798525;1.0242261570826774;1.0243415435435859;1.0243216571906373;1.0242999243127666;1.0242853685354731;1.0242735555337719;1.0242686828461576;1.02426521138074;1.024356201572395;1.0243684583401005;1.024363556153486;1.0243607786360813;1.0243597094204129
27169;1.025;1.0242393977559268;1.0236883396224654;1.023807358277116;1.0239564642516887;1.0242234870060483;1.0231535419710598;1.023770894788531;1.0237146297550506;1.0230909713303187;1.0242235785754443;1.0238629637474126;1.0241409379619586;1.0240504135596364;1.0236402531956301;1.023651361539304;1.0238421874432493;1.0238727625331816;1.0236414815357557;1.022999999702507;1.023167200672127;1.0241134565567422;1.0237639483953607;1.023027749316525;1.0236654554106377;1.0232411709122562;1.0237825935161988;1.0238644098481704;1.0242237538650176;1.0232627180043286;1.0237281035005532;1.0242182551314307;1.0234357543330335;1.024163568388047;1.0230037885054581;1.0241642795856443;1.0240274651427201;1.0240867134509402;1.0237810524642583;1.0240334348968356;1.023075814854931;1.0242109781031337;1.0233604706443116;1.023377167883511;1.0240442760680135;1.0237398641100344;1.0240440155512573;1.0241975763612416;1.024175085319174;1.0241491104279026;1.0241328265649463;1.0241194109428235;1.0241134871089883;1.024107707053984;1.02421986878336;1.024232708613042;1.0242272450143821;1.0242235452096902;1.0242224241793756
27170;1.025;1.0242944365292486;1.0237687826115756;1.0238687150586627;1.02401516590852;1.0242787764868615;1.0232292965805625;1.023834623005064;1.0237898889781822;1.023168371159969;1.0242788667692182;1.0239229818996785;1.0241999605473682;1.0241424461326205;1.0237229566030013;1.0237287282806538;1.023902696929767;1.0239326229944514;1.023724835632978;1.0230791804892538;1.0232427653324028;1.0241953169438616;1.0238281350822063;1.023105964501924;1.0237393324138135;1.023316364250577;1.0238525380580314;1.023924225432748;1.0242790267992332;1.023338025128286;1.023798378945324;1.0242744285526388;1.0235116623858729;1.0242345613557065;1.0230829733536702;1.0242351273035295;1.02413173215456;1.0241779615356608;1.023851040233785;1.0240955450705809;1.0231536358547655;1.024270267567807;1.0234407208460299;1.0234534221694789;1.0241445916337464;1.0238074599908173;1.0241400705259256;1.0242584595977755;1.024238837898196;1.0242167450234265;1.0242026005402398;1.0241917572105081;1.0241873301972424;1.0241825190095195;1.024272597314839;1.0242900638362513;1.0242864339448865;1.024284529957706;1.0242838022231042
27171;1.025;1.0242633945121549;1.02377785503978;1.0238714164639167;1.0240037478228323;1.0242486593570022;1.0232614569211373;1.0238421290179116;1.0237963894259856;1.0232020809413216;1.0242487611709081;1.0239209318447038;1.0241733890062437;1.0241204999998084;1.023719068535411;1.0237268361090424;1.0239025688428947;1.0239297855651763;1.0237504437366283;1.0231156585289678;1.0232744159825926;1.0241679265107875;1.0238360612438036;1.0231408413347973;1.0237394791809855;1.0233442269170112;1.023847260728241;1.023923823264728;1.0242489109726576;1.0233645631565298;1.0238063495573184;1.0242435197569828;1.023527493634841;1.0242051296560433;1.0231192514074114;1.0242056657813803;1.024106719810911;1.024148707307591;1.0238458488100501;1.024076170430053;1.0231878934157366;1.024237949094622;1.0234608817935409;1.0234728396727097;1.0241195858091052;1.0238156997972947;1.0241155671626156;1.0242368396313237;1.0242219284485445;1.0242046520968964;1.024193778644024;1.0241850918579276;1.0241812544099655;1.0241779552460066;1.0242446780006549;1.024257936409059;1.02425334841517;1.024249964682887;1.0242487318161164
27172;1.025;1.0245205271436313;1.0241131000192218;1.024181279232948;1.0242952435280326;1.0245097305615727;1.023579948718571;1.0241577309660446;1.0241258136565254;1.0235231851293494;1.0245098099271925;1.024224175507824;1.0244441604491492;1.024374993442055;1.0240274473827724;1.0240304143998686;1.0242081069109927;1.0242317720037586;1.024091125459129;1.0234447721101916;1.02359244694448;1.024429685409211;1.0241528496391106;1.0234659700949227;1.0240374848799798;1.0236586191561785;1.024136056601409;1.0242266440463659;1.0245099154988764;1.023678055263709;1.0241312894482175;1.0245059264123961;1.0238351542471271;1.0244656700084775;1.023447725077126;1.0244661884257278;1.0243961958294647;1.0244201468474283;1.0241347541532764;1.0243474473785446;1.023509432040362;1.0245023350661928;1.0237717155052644;1.0237825506977143;1.0244031909107019;1.0241376951832117;1.0243727492818575;1.0244990133958911;1.0244854389014735;1.02447065133501;1.0244616313809587;1.0244545537742453;1.0244521605948407;1.024450366679083;1.0245002540528776;1.02451667653362;1.024513444733179;1.0245116774013805;1.024511007088555
27173;1.025;1.0242681103297389;1.0237393047104077;1.0238450741215668;1.0239917760107573;1.0242540979407038;1.0232720862450453;1.0238100209399557;1.0237590177319382;1.0232149318819728;1.0242542089315807;1.0239028093630065;1.0241727770883755;1.0241146074046599;1.0237289530494726;1.0237354989405252;1.023881172756225;1.0239123147530478;1.0237059066049656;1.023135160193595;1.0232847919377712;1.024168782123855;1.0238027863530361;1.0231570296552113;1.0237457446709308;1.0233520906307862;1.0238515621286257;1.023905861749821;1.0242543557301425;1.0233720200279135;1.0237690954289511;1.0242480048184917;1.0235335896748894;1.0242079688220838;1.023138221632735;1.0242085288109726;1.0241194307157673;1.0241528701498899;1.0238501491840082;1.0240806807756275;1.0232011459714592;1.0242401092302187;1.0234592949202639;1.0234784085520419;1.0241296508738262;1.0237795856672185;1.024109998665376;1.0242382206964358;1.024219292910631;1.0241987855464618;1.0241855955494124;1.0241745059770782;1.0241702346307169;1.0241677823812516;1.0242478322315733;1.0242614466134214;1.0242563180535216;1.0242533215811938;1.0242522860477115
27174;1.025;1.0243500869633848;1.0238892047109178;1.023981979023538;1.0241093355255766;1.024337300375137;1.0233153045905545;1.0239515968149286;1.0239070055172221;1.0232559046032055;1.0243373998714116;1.0240301539609513;1.0242672982840078;1.024189407034397;1.023793973574316;1.023799200662765;1.0240118806237064;1.0240385200145654;1.02386228614413;1.0231726648349524;1.023328547141558;1.024247008355651;1.0239452295934983;1.0231966446702359;1.0238084872666937;1.0233985312137284;1.0239177234384107;1.024032003708516;1.0243375298892952;1.0234193082138183;1.0239157060910957;1.0243321124678757;1.023587018000866;1.0242874342235297;1.0231756781988761;1.0242880213396786;1.0242003704452889;1.0242323526063757;1.0239162756651845;1.0241546071190983;1.0232417198987687;1.0243260537566334;1.0235125412209714;1.0235300550270272;1.0242094177551377;1.0239248148304416;1.024184422029413;1.0243187047745055;1.0242980052211301;1.0242754875785756;1.0242625013881048;1.0242516989873325;1.0242482986075618;1.0242462101872454;1.0243274369983042;1.0243437334818903;1.0243383793697405;1.0243352998724509;1.0243343556921196
27175;1.025;1.0245794601916531;1.0241970322792597;1.0242671896548299;1.0243735191413468;1.024568197491223;1.0236080565056116;1.024243302508402;1.0242109071524879;1.023548719627859;1.0245682723867244;1.0243057777003564;1.0245095729695264;1.0244072697076467;1.0240697577905178;1.0240734265606197;1.0242913144553365;1.0243129398539457;1.0241716344761977;1.0234683247825862;1.0236210510794541;1.0244723320507465;1.0242384994955214;1.023490189494939;1.0240811362226054;1.0236902036124211;1.0241831363183915;1.024307403771914;1.0245683841517619;1.0237104164430215;1.0242168093677149;1.0245646374545405;1.0238725039811234;1.0245151210875691;1.0234713932242232;1.0245157327162489;1.024432098855918;1.0244610226041562;1.0241817925800258;1.0244011004076155;1.0235342869263266;1.02456135912363;1.0238085309633627;1.0238184065349123;1.0244403801774356;1.0242233366744398;1.0244050454310725;1.0245559990919333;1.0245421788837332;1.0245268138729084;1.0245173299856185;1.024509991154123;1.024507277299545;1.0245047427535983;1.0245576270655048;1.024575843201611;1.024572768443832;1.0245710303812585;1.0245703737820668
27176;1.025;1.02463458600422;1.024239226299643;1.0242954748860957;1.0244049164592717;1.0246246406118191;1.0236859906832365;1.0242767378258173;1.024250600004569;1.0236245696091;1.0246247015620324;1.0243353353532076;1.0245566522505378;1.0244349396710142;1.0241432765732736;1.0241471278206067;1.0243206645260772;1.0243428630027354;1.0242183522353074;1.023542495616012;1.023699201177655;1.0245122716887705;1.0242730164338103;1.0235651890155582;1.0241546662921432;1.0237692623785442;1.0242542511576715;1.024338583556852;1.0246247999899543;1.0237894193956816;1.0242557027308774;1.024621852148868;1.0239509738220411;1.0245616744962602;1.0235459402236964;1.0245623707181277;1.0244740556138014;1.0245014886534967;1.0242529498699022;1.0244640052177536;1.0236094544598184;1.0246195875840693;1.0238923049659507;1.023897662264635;1.0244822881877795;1.0242609591475709;1.0244333484914971;1.0246177527273546;1.0246091314116337;1.024599045975964;1.0245923318235848;1.0245873902648257;1.024585056481975;1.0245824764468163;1.0246119423410034;1.0246321712281197;1.0246301083674012;1.024628660615851;1.0246280280556663
27177;1.025;1.024517622400691;1.0240855508462023;1.0241660164546476;1.0242859549481595;1.0245032353441907;1.0235089004122306;1.02413904521027;1.0241011446981223;1.0234488210190638;1.0245033307302782;1.0242117640031774;1.0244386194544788;1.0243201708133691;1.023980450703676;1.0239853733448343;1.0241948081574506;1.0242196154493912;1.024059274301368;1.0233717775063855;1.023522052807422;1.0243936907199314;1.0241335069539097;1.0233920532762668;1.0239960761920504;1.0235932951671658;1.024103568131076;1.0242136139260374;1.024503470369153;1.0236140982061397;1.0241082149536598;1.0244989094989931;1.023781066268065;1.024442923869719;1.023374685687084;1.0244436280182248;1.024343101499755;1.024379304599833;1.0241021587250074;1.0243315587595914;1.0234344256993582;1.024495509804013;1.0237168877206724;1.0237255451676661;1.0243540793463424;1.0241157910815577;1.0243175974551293;1.0244941830045278;1.0244812415681592;1.0244663710114916;1.024456849770806;1.0244497966980386;1.0244467851140908;1.0244437434736873;1.024494226649852;1.0245137663498007;1.0245104125848192;1.024508120796577;1.0245071444353966
27178;1.025;1.0244380290224866;1.0239416961937624;1.0240438091749262;1.0241804175117917;1.024421710216575;1.0233710069890227;1.0240110516135128;1.0239608050390652;1.023309388456057;1.024421832355175;1.024098611987863;1.024348654283268;1.0242118065435748;1.0238576520692764;1.0238649885148479;1.0240782283771417;1.0241073031896946;1.0239150438162292;1.0232341101421727;1.0233845840807199;1.0242945263510996;1.0240040730332831;1.0232530361025305;1.0238782829729542;1.0234577040562831;1.0239930107695954;1.024100965620309;1.0244219945887139;1.0234791783819162;1.0239710291732977;1.024415644958198;1.023652346845833;1.0243512760493354;1.0232366610830288;1.024352086881137;1.0242354408173346;1.0242758685008648;1.0239915022314585;1.0242377393560602;1.0232948085550126;1.0244093363883486;1.0235797988880808;1.0235940489312916;1.0242481230006113;1.0239812253595781;1.0242066474768299;1.0244107867062213;1.0243944056178758;1.0243758415182957;1.024364261789514;1.0243550026273418;1.024351212779614;1.0243484659157531;1.0244169424284297;1.0244318034904678;1.024426590668682;1.0244229003915057;1.0244215168578272
27179;1.025;1.024446537869656;1.0239998738478298;1.0240831137618773;1.024207470092898;1.0244311473029373;1.0234171439335968;1.0240546169483091;1.0240164880970195;1.0233568770763448;1.024431242924719;1.0241287966023318;1.0243656428071852;1.0242825677618361;1.0238979472008316;1.0239024621673938;1.0241118193748269;1.024137056425815;1.0239693606789402;1.0232735726168247;1.0234304011706523;1.0243416661550895;1.0240488967929007;1.0232974407592177;1.02391331330727;1.023502947489266;1.0240230002927266;1.0241301496089854;1.0244313912067426;1.0235242091814312;1.0240232564762723;1.0244270091307235;1.0236937823297148;1.0243829308979755;1.0232769882662356;1.0243835284892866;1.0242873109921655;1.0243270164200886;1.0240215613607686;1.0242560759122348;1.023342487219878;1.0244243387346836;1.0236292807830287;1.023637475857482;1.0242989585531033;1.0240308273392507;1.024280569782459;1.0244198502456117;1.0244053899335293;1.0243887869131545;1.0243782695543182;1.0243706758986302;1.024367534860308;1.0243639101683575;1.0244254514511242;1.0244429947531724;1.0244398027418007;1.0244377685476236;1.0244368650769426
27180;1.025;1.024666178685559;1.0242691680273757;1.0243437912095736;1.0244541735367296;1.0246529719273894;1.0236953290365998;1.0243183642612268;1.0242829591854765;1.0236377179965923;1.0246530663316902;1.0243844474470205;1.0245939701992963;1.0245110598670502;1.0241516083918898;1.0241554147548748;1.024369285367204;1.0243918462190653;1.024247151728685;1.0235591709096539;1.0237080047755307;1.0245681005484508;1.0243130115116323;1.0235808099772383;1.02416479910145;1.0237761509825194;1.024267739608383;1.024386368841134;1.0246531926531826;1.023796141534108;1.0242891559220375;1.024648675927692;1.0239572668023318;1.0246066471022628;1.0235622492059657;1.0246072044732861;1.0245266619268247;1.0245562984099637;1.024266386268936;1.0244869872760312;1.0236239422218893;1.0246452565819406;1.0238941446836565;1.0239035467422457;1.0245357281420584;1.024296200654114;1.0245086053816488;1.0246448781604316;1.0246321356988652;1.0246178573951055;1.0246089651769643;1.0246022872746312;1.0245997589276004;1.0245975725670993;1.024643535721928;1.0246622629273479;1.0246588675326571;1.0246566888405961;1.0246557738908075
