;0
0;12.791453000800631
1;18.919212610228474
2;21.681892200773046
3;21.65512443546849
4;21.92222990665316
5;18.982742097673487
6;18.5674706588573
7;19.50354518641579
8;18.18506219173448
9;17.25937253120732
10;17.306205998408778
11;16.495717410032682
12;15.763384145629988
13;13.351065679884671
14;11.77638485679693
15;11.088129876193108
16;9.975286794625553
17;10.590519357110502
18;9.220717424505729
19;10.928273729140004
20;11.748491425811258
21;11.689674598761833
22;12.394311537669402
23;11.901703652621428
24;11.702467281856716
25;11.412603153639846
26;11.695557485050573
27;16.25856173909601
28;18.553998574931345
29;21.766751024798193
30;29.850698434822952
31;30.340652724160094
32;21.928775422287156
33;24.157571020164344
34;21.254991789785247
35;22.979530052168602
36;21.843016499988547
37;23.676897187792623
38;27.422807911724046
39;24.901625022399905
40;25.423558892538413
41;28.576886750582077
42;27.0359861149999
43;29.827078792411815
44;31.995758111510693
45;28.582753128777362
46;32.213696870944176
47;28.604888434220754
48;30.566228592201327
49;28.88451358474957
50;48.05545868947846
51;41.67283575609083
52;34.593325447043966
53;29.22085839065382
54;29.607545538152902
55;24.755902361115698
56;24.736518882453804
57;24.64410196241895
58;21.454172416737602
59;19.613265800518086
60;22.179564884947307
61;21.809301520331523
62;19.67849023072063
63;20.97998152518607
64;21.78027964571158
65;18.231870658392527
66;18.604418914955595
67;21.799822872973586
68;22.381447657219226
69;25.62089383515613
70;32.9406888606806
71;31.781547100351332
72;32.46807160008861
73;34.457393377945486
74;31.12485812543675
75;31.537770756300493
76;34.31483289058792
77;34.40431021421175
78;31.161775430603356
79;30.070281420834384
80;31.534539036425883
81;33.94119897270047
82;30.748613578699292
83;32.805087745727
84;27.87398246966436
85;27.039888763927888
86;25.992274224604735
87;26.63743584114076
88;25.08027987812967
89;22.44816902298686
90;21.306944832440237
91;19.920189281150176
92;18.343763803879902
93;17.54707845783851
94;16.761345882432284
95;16.18792962360026
